Product Name,Variant Name,Full Name,Price,Compare At Price,SKU,Product Type,Vendor,Product URL,Image URL,Available,Availability Status,Description,Tags
Peak Keychain,Default Title,Peak Keychain,$13.00,,850002061772,Merch,Puffco,https://www.puffco.com/products/the-peak-keychain,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Peak_Merch_Peak-Keychain_900x1200_728cc242-ba8e-40cd-ae8f-7804223a4b90.png?v=1759359441,True,In Stock,"The Puffco Peak Keychain is a compact and stylish accessory designed to keep your essentials secure. Made with durable materials, it features a sleek design that complements other Puffco products. Its lightweight build and attached clip make it easy to carry around, ensuring you have a functional ye","""EARLY25"", ""Final Employee Collection"", ""Merchandise"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"", bis-hidden"
Lanyard,Black Camo,Lanyard - Black Camo,$5.00,,810028440135,Merch,Puffco,https://www.puffco.com/products/puffco-lanyard,https://cdn.shopify.com/s/files/1/0319/5549/products/newlanyard1.png?v=1564525112,True,In Stock,,"""bis-hidden"", ""EARLY25"", ""Final Employee Collection"", ""Merchandise"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"", YBlocklist"
Lanyard,Tie-Dye,Lanyard - Tie-Dye,$5.00,,810028440142,Merch,Puffco,https://www.puffco.com/products/puffco-lanyard,https://cdn.shopify.com/s/files/1/0319/5549/products/newlanyard2.png?v=1564525112,True,In Stock,,"""bis-hidden"", ""EARLY25"", ""Final Employee Collection"", ""Merchandise"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"", YBlocklist"
Puffco Daybreak Dice,Default Title,Puffco Daybreak Dice,$25.00,,850002061918,Accessory,Puffco,https://www.puffco.com/products/daybreak-dice,https://cdn.shopify.com/s/files/1/0319/5549/files/merch_0001_Daybreak_-Merch_-Dice_-In-Case_-Open_-Forward-Facing.png?v=1750723022,True,In Stock,"Throw bones, pass hash. Limited Edition Daybreak inspired dice for all your gaming needs.
 
- Six, 16mm resin dice - Red transparent color - 2.5 x 3-inch tin packaging with foam insert","bis-hidden, Daybreak"
Peak Pin,Default Title,Peak Pin,$10.00,,850002061628,Merch,Puffco,https://www.puffco.com/products/the-peak-pin,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Peak_Merch_Peak-Pin_900x1200_7b3c6b33-2e9f-4e94-a14a-5ed43d9e8093.png?v=1759359751,False,Out of Stock,,"""bis-hidden"", ""EARLY25"", ""Final Employee Collection"", ""Merchandise"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"""
Resurgence Shirt,S,Resurgence Shirt - S,$40.00,,810028443150,Merch,Puffco,https://www.puffco.com/products/resurgence-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Resurgence_Tee_900x1200_13b70645-612e-4ab1-8ce0-915849d1ca45.png?v=1759359636,True,In Stock,"It's a great shirt. At Puffco, we're always experimenting with new styles and designs bridging the familiar with the unexpected. This is one more addition to our collection.
 
- Midweight high-quality fabric  - 100% Ringspun Cotton","""bis-hidden"", ""EARLY25"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"""
Resurgence Shirt,M,Resurgence Shirt - M,$40.00,,810028443167,Merch,Puffco,https://www.puffco.com/products/resurgence-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Resurgence_Tee_900x1200_13b70645-612e-4ab1-8ce0-915849d1ca45.png?v=1759359636,True,In Stock,"It's a great shirt. At Puffco, we're always experimenting with new styles and designs bridging the familiar with the unexpected. This is one more addition to our collection.
 
- Midweight high-quality fabric  - 100% Ringspun Cotton","""bis-hidden"", ""EARLY25"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"""
Resurgence Shirt,L,Resurgence Shirt - L,$40.00,,810028443174,Merch,Puffco,https://www.puffco.com/products/resurgence-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Resurgence_Tee_900x1200_13b70645-612e-4ab1-8ce0-915849d1ca45.png?v=1759359636,True,In Stock,"It's a great shirt. At Puffco, we're always experimenting with new styles and designs bridging the familiar with the unexpected. This is one more addition to our collection.
 
- Midweight high-quality fabric  - 100% Ringspun Cotton","""bis-hidden"", ""EARLY25"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"""
Resurgence Shirt,XL,Resurgence Shirt - XL,$40.00,,810028443181,Merch,Puffco,https://www.puffco.com/products/resurgence-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Resurgence_Tee_900x1200_13b70645-612e-4ab1-8ce0-915849d1ca45.png?v=1759359636,False,Out of Stock,"It's a great shirt. At Puffco, we're always experimenting with new styles and designs bridging the familiar with the unexpected. This is one more addition to our collection.
 
- Midweight high-quality fabric  - 100% Ringspun Cotton","""bis-hidden"", ""EARLY25"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"""
Resurgence Shirt,XXL,Resurgence Shirt - XXL,$40.00,,810028443198,Merch,Puffco,https://www.puffco.com/products/resurgence-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Resurgence_Tee_900x1200_13b70645-612e-4ab1-8ce0-915849d1ca45.png?v=1759359636,False,Out of Stock,"It's a great shirt. At Puffco, we're always experimenting with new styles and designs bridging the familiar with the unexpected. This is one more addition to our collection.
 
- Midweight high-quality fabric  - 100% Ringspun Cotton","""bis-hidden"", ""EARLY25"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"""
Resurgence Shirt,XXXL,Resurgence Shirt - XXXL,$40.00,,810028443204,Merch,Puffco,https://www.puffco.com/products/resurgence-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Resurgence_Tee_900x1200_13b70645-612e-4ab1-8ce0-915849d1ca45.png?v=1759359636,False,Out of Stock,"It's a great shirt. At Puffco, we're always experimenting with new styles and designs bridging the familiar with the unexpected. This is one more addition to our collection.
 
- Midweight high-quality fabric  - 100% Ringspun Cotton","""bis-hidden"", ""EARLY25"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"""
Hash O'clock - White,Default Title,Hash O'clock - White,$50.00,,810028443532,Accessory,Puffco,https://www.puffco.com/products/hash-oclock,https://cdn.shopify.com/s/files/1/0319/5549/files/hash-clock-final_noBG.png?v=1701813757,False,Out of Stock,Time flies when you're having hash.,bis-hidden
Bicycle Day Shirt,S,Bicycle Day Shirt - S,$65.00,,810028443938,Merch,Puffco,https://www.puffco.com/products/bicycle-day-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/bicycle_shirt_900x1200_904b7060-b911-48f6-9e5c-ee40e21d976f.png?v=1759871673,False,Out of Stock,"If you know, you know. We made this shirt in celebration of Hofmanns historic ride, that opened a path for the rest of us to discover the magic of the world around and inside of us.
 Each shirt is hand dyed by <strong><a title=""Katyamoondyes"" href=""https://www.instagram.com/katyamoondyes/"" target=""_",bis-hidden
Bicycle Day Shirt,M,Bicycle Day Shirt - M,$65.00,,810028443945,Merch,Puffco,https://www.puffco.com/products/bicycle-day-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/bicycle_shirt_900x1200_904b7060-b911-48f6-9e5c-ee40e21d976f.png?v=1759871673,False,Out of Stock,"If you know, you know. We made this shirt in celebration of Hofmanns historic ride, that opened a path for the rest of us to discover the magic of the world around and inside of us.
 Each shirt is hand dyed by <strong><a title=""Katyamoondyes"" href=""https://www.instagram.com/katyamoondyes/"" target=""_",bis-hidden
Bicycle Day Shirt,L,Bicycle Day Shirt - L,$65.00,,810028443952,Merch,Puffco,https://www.puffco.com/products/bicycle-day-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/bicycle_shirt_900x1200_904b7060-b911-48f6-9e5c-ee40e21d976f.png?v=1759871673,False,Out of Stock,"If you know, you know. We made this shirt in celebration of Hofmanns historic ride, that opened a path for the rest of us to discover the magic of the world around and inside of us.
 Each shirt is hand dyed by <strong><a title=""Katyamoondyes"" href=""https://www.instagram.com/katyamoondyes/"" target=""_",bis-hidden
Bicycle Day Shirt,XL,Bicycle Day Shirt - XL,$65.00,,810028443969,Merch,Puffco,https://www.puffco.com/products/bicycle-day-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/bicycle_shirt_900x1200_904b7060-b911-48f6-9e5c-ee40e21d976f.png?v=1759871673,False,Out of Stock,"If you know, you know. We made this shirt in celebration of Hofmanns historic ride, that opened a path for the rest of us to discover the magic of the world around and inside of us.
 Each shirt is hand dyed by <strong><a title=""Katyamoondyes"" href=""https://www.instagram.com/katyamoondyes/"" target=""_",bis-hidden
Bicycle Day Shirt,XXL,Bicycle Day Shirt - XXL,$65.00,,810028443976,Merch,Puffco,https://www.puffco.com/products/bicycle-day-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/bicycle_shirt_900x1200_904b7060-b911-48f6-9e5c-ee40e21d976f.png?v=1759871673,False,Out of Stock,"If you know, you know. We made this shirt in celebration of Hofmanns historic ride, that opened a path for the rest of us to discover the magic of the world around and inside of us.
 Each shirt is hand dyed by <strong><a title=""Katyamoondyes"" href=""https://www.instagram.com/katyamoondyes/"" target=""_",bis-hidden
Bicycle Day Shirt,XXXL,Bicycle Day Shirt - XXXL,$65.00,,810028443983,Merch,Puffco,https://www.puffco.com/products/bicycle-day-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/bicycle_shirt_900x1200_904b7060-b911-48f6-9e5c-ee40e21d976f.png?v=1759871673,False,Out of Stock,"If you know, you know. We made this shirt in celebration of Hofmanns historic ride, that opened a path for the rest of us to discover the magic of the world around and inside of us.
 Each shirt is hand dyed by <strong><a title=""Katyamoondyes"" href=""https://www.instagram.com/katyamoondyes/"" target=""_",bis-hidden
Ceci n'est pas une pipe Shirt,S,Ceci n'est pas une pipe Shirt - S,$40.00,,810028444386,Merch,Puffco,https://www.puffco.com/products/not-a-pipe-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Not-a-pipe_Tee_900x1200_01042b46-69e9-4d06-9d61-6d8344763734.png?v=1759359871,False,Out of Stock,Ceci n'est pas une pipe (This is not a pipe.)   A rework of Rene Magritte’s classic painting “The Treachery of Images” 1929. His work challenged the conventions of language and visual representation with a poetic rebellious spirit. The Proxy shares a similar paradox in perspective being a pipe at fi,"""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Ceci n'est pas une pipe Shirt,M,Ceci n'est pas une pipe Shirt - M,$40.00,,810028444393,Merch,Puffco,https://www.puffco.com/products/not-a-pipe-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Not-a-pipe_Tee_900x1200_01042b46-69e9-4d06-9d61-6d8344763734.png?v=1759359871,False,Out of Stock,Ceci n'est pas une pipe (This is not a pipe.)   A rework of Rene Magritte’s classic painting “The Treachery of Images” 1929. His work challenged the conventions of language and visual representation with a poetic rebellious spirit. The Proxy shares a similar paradox in perspective being a pipe at fi,"""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Ceci n'est pas une pipe Shirt,L,Ceci n'est pas une pipe Shirt - L,$40.00,,810028444409,Merch,Puffco,https://www.puffco.com/products/not-a-pipe-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Not-a-pipe_Tee_900x1200_01042b46-69e9-4d06-9d61-6d8344763734.png?v=1759359871,False,Out of Stock,Ceci n'est pas une pipe (This is not a pipe.)   A rework of Rene Magritte’s classic painting “The Treachery of Images” 1929. His work challenged the conventions of language and visual representation with a poetic rebellious spirit. The Proxy shares a similar paradox in perspective being a pipe at fi,"""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Ceci n'est pas une pipe Shirt,XL,Ceci n'est pas une pipe Shirt - XL,$40.00,,810028444416,Merch,Puffco,https://www.puffco.com/products/not-a-pipe-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Not-a-pipe_Tee_900x1200_01042b46-69e9-4d06-9d61-6d8344763734.png?v=1759359871,False,Out of Stock,Ceci n'est pas une pipe (This is not a pipe.)   A rework of Rene Magritte’s classic painting “The Treachery of Images” 1929. His work challenged the conventions of language and visual representation with a poetic rebellious spirit. The Proxy shares a similar paradox in perspective being a pipe at fi,"""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Ceci n'est pas une pipe Shirt,XXL,Ceci n'est pas une pipe Shirt - XXL,$40.00,,810028444423,Merch,Puffco,https://www.puffco.com/products/not-a-pipe-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Not-a-pipe_Tee_900x1200_01042b46-69e9-4d06-9d61-6d8344763734.png?v=1759359871,False,Out of Stock,Ceci n'est pas une pipe (This is not a pipe.)   A rework of Rene Magritte’s classic painting “The Treachery of Images” 1929. His work challenged the conventions of language and visual representation with a poetic rebellious spirit. The Proxy shares a similar paradox in perspective being a pipe at fi,"""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Ceci n'est pas une pipe Shirt,XXXL,Ceci n'est pas une pipe Shirt - XXXL,$40.00,,810028444430,Merch,Puffco,https://www.puffco.com/products/not-a-pipe-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Not-a-pipe_Tee_900x1200_01042b46-69e9-4d06-9d61-6d8344763734.png?v=1759359871,False,Out of Stock,Ceci n'est pas une pipe (This is not a pipe.)   A rework of Rene Magritte’s classic painting “The Treachery of Images” 1929. His work challenged the conventions of language and visual representation with a poetic rebellious spirit. The Proxy shares a similar paradox in perspective being a pipe at fi,"""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Sweatsy Towel,Default Title,Sweatsy Towel,$20.00,,810028444447,Merch,Puffco,https://www.puffco.com/products/sweatsy-towel,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Sweatsy_Towel_900x1200_48829731-93f3-4422-b0cb-7f60d88d4328.png?v=1759359764,False,Out of Stock,"It's more than just a towel, it's a life-saver when a big dab starts melting you.
 
- Dimensions: 11X8  - 100% Terry Velour Cotton - Metal Clasp Included - Discharge Ink Imprint - Machine wash cold / dry flat","""bis-hidden"", ""DoubleFeature"", ""EARLY25"", ""Merchandise"", ""zip-not-restricted"", ""zip-restricted""], [""BFCM22"""
Water Hash Sweater,S,Water Hash Sweater - S,$90.00,,810028445581,Merch,Puffco,https://www.puffco.com/products/water-hash-crewneck-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Water-Hash_Crewneck-Sweater_900x1200_71548b9b-9a52-4140-ac79-2e52750a9a3f.png?v=1759359658,True,In Stock,"Love the process, love the plant. Hash is a Beautiful thing.
 
- Long sleeve crewneck sweatshirt  - Double ribbing side panels for stretch  - Cross grain body panels limit shrinkage post-wash - 70/30 cotton/polyester blend 13.5 oz
 ","""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Water Hash Sweater,M,Water Hash Sweater - M,$90.00,,810028445598,Merch,Puffco,https://www.puffco.com/products/water-hash-crewneck-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Water-Hash_Crewneck-Sweater_900x1200_71548b9b-9a52-4140-ac79-2e52750a9a3f.png?v=1759359658,False,Out of Stock,"Love the process, love the plant. Hash is a Beautiful thing.
 
- Long sleeve crewneck sweatshirt  - Double ribbing side panels for stretch  - Cross grain body panels limit shrinkage post-wash - 70/30 cotton/polyester blend 13.5 oz
 ","""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Water Hash Sweater,L,Water Hash Sweater - L,$90.00,,810028445604,Merch,Puffco,https://www.puffco.com/products/water-hash-crewneck-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Water-Hash_Crewneck-Sweater_900x1200_71548b9b-9a52-4140-ac79-2e52750a9a3f.png?v=1759359658,False,Out of Stock,"Love the process, love the plant. Hash is a Beautiful thing.
 
- Long sleeve crewneck sweatshirt  - Double ribbing side panels for stretch  - Cross grain body panels limit shrinkage post-wash - 70/30 cotton/polyester blend 13.5 oz
 ","""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Water Hash Sweater,XL,Water Hash Sweater - XL,$90.00,,810028445611,Merch,Puffco,https://www.puffco.com/products/water-hash-crewneck-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Water-Hash_Crewneck-Sweater_900x1200_71548b9b-9a52-4140-ac79-2e52750a9a3f.png?v=1759359658,False,Out of Stock,"Love the process, love the plant. Hash is a Beautiful thing.
 
- Long sleeve crewneck sweatshirt  - Double ribbing side panels for stretch  - Cross grain body panels limit shrinkage post-wash - 70/30 cotton/polyester blend 13.5 oz
 ","""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Water Hash Sweater,XXL,Water Hash Sweater - XXL,$90.00,,810028445628,Merch,Puffco,https://www.puffco.com/products/water-hash-crewneck-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Water-Hash_Crewneck-Sweater_900x1200_71548b9b-9a52-4140-ac79-2e52750a9a3f.png?v=1759359658,False,Out of Stock,"Love the process, love the plant. Hash is a Beautiful thing.
 
- Long sleeve crewneck sweatshirt  - Double ribbing side panels for stretch  - Cross grain body panels limit shrinkage post-wash - 70/30 cotton/polyester blend 13.5 oz
 ","""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Water Hash Sweater,XXXL,Water Hash Sweater - XXXL,$90.00,,810028445635,Merch,Puffco,https://www.puffco.com/products/water-hash-crewneck-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Water-Hash_Crewneck-Sweater_900x1200_71548b9b-9a52-4140-ac79-2e52750a9a3f.png?v=1759359658,False,Out of Stock,"Love the process, love the plant. Hash is a Beautiful thing.
 
- Long sleeve crewneck sweatshirt  - Double ribbing side panels for stretch  - Cross grain body panels limit shrinkage post-wash - 70/30 cotton/polyester blend 13.5 oz
 ","""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Puffco Head Stash T-Shirt,S,Puffco Head Stash T-Shirt - S,$50.00,,810028447363,Merch,Puffco,https://www.puffco.com/products/puffco-head-stash-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffcon_Merch_Hash-Headstash_Tee_900x1200_9873144f-a9da-4cf5-9dfa-90078ee77fb6.png?v=1759359645,False,Out of Stock,"You know. The good stuff.
 
 
- 6.1 oz. 100% ring-spun cotton 
 
- Soft ring-spun cotton fabric with 100% cotton threads 
 
- Topstitched rib collar
 
- Relaxed fit",bis-hidden
Puffco Head Stash T-Shirt,M,Puffco Head Stash T-Shirt - M,$50.00,,810028447370,Merch,Puffco,https://www.puffco.com/products/puffco-head-stash-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffcon_Merch_Hash-Headstash_Tee_900x1200_9873144f-a9da-4cf5-9dfa-90078ee77fb6.png?v=1759359645,False,Out of Stock,"You know. The good stuff.
 
 
- 6.1 oz. 100% ring-spun cotton 
 
- Soft ring-spun cotton fabric with 100% cotton threads 
 
- Topstitched rib collar
 
- Relaxed fit",bis-hidden
Puffco Head Stash T-Shirt,L,Puffco Head Stash T-Shirt - L,$50.00,,810028447387,Merch,Puffco,https://www.puffco.com/products/puffco-head-stash-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffcon_Merch_Hash-Headstash_Tee_900x1200_9873144f-a9da-4cf5-9dfa-90078ee77fb6.png?v=1759359645,False,Out of Stock,"You know. The good stuff.
 
 
- 6.1 oz. 100% ring-spun cotton 
 
- Soft ring-spun cotton fabric with 100% cotton threads 
 
- Topstitched rib collar
 
- Relaxed fit",bis-hidden
Puffco Head Stash T-Shirt,XL,Puffco Head Stash T-Shirt - XL,$50.00,,810028447394,Merch,Puffco,https://www.puffco.com/products/puffco-head-stash-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffcon_Merch_Hash-Headstash_Tee_900x1200_9873144f-a9da-4cf5-9dfa-90078ee77fb6.png?v=1759359645,False,Out of Stock,"You know. The good stuff.
 
 
- 6.1 oz. 100% ring-spun cotton 
 
- Soft ring-spun cotton fabric with 100% cotton threads 
 
- Topstitched rib collar
 
- Relaxed fit",bis-hidden
Puffco Head Stash T-Shirt,XXL,Puffco Head Stash T-Shirt - XXL,$50.00,,810028447400,Merch,Puffco,https://www.puffco.com/products/puffco-head-stash-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffcon_Merch_Hash-Headstash_Tee_900x1200_9873144f-a9da-4cf5-9dfa-90078ee77fb6.png?v=1759359645,False,Out of Stock,"You know. The good stuff.
 
 
- 6.1 oz. 100% ring-spun cotton 
 
- Soft ring-spun cotton fabric with 100% cotton threads 
 
- Topstitched rib collar
 
- Relaxed fit",bis-hidden
Puffco Head Stash T-Shirt,XXXL,Puffco Head Stash T-Shirt - XXXL,$50.00,,810028447417,Merch,Puffco,https://www.puffco.com/products/puffco-head-stash-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffcon_Merch_Hash-Headstash_Tee_900x1200_9873144f-a9da-4cf5-9dfa-90078ee77fb6.png?v=1759359645,False,Out of Stock,"You know. The good stuff.
 
 
- 6.1 oz. 100% ring-spun cotton 
 
- Soft ring-spun cotton fabric with 100% cotton threads 
 
- Topstitched rib collar
 
- Relaxed fit",bis-hidden
Hash Tech T-Shirt,S,Hash Tech T-Shirt - S,$40.00,,810028448971,Merch,Puffco,https://www.puffco.com/products/contemporary-hash-tech-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Contemporary_Tee_900x1200_f4053e4d-827d-44fe-9422-2b2584a779f5.png?v=1759359859,False,Out of Stock,"What are you smoking? 
 
- Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit. 
 
<p style=""color: gray; font-size: smaller;"">Amanda is 5’5” and wearing size Small. Jericho is 5’11” and wearing size Medium.  Made in Los Angeles. ",bis-hidden
Hash Tech T-Shirt,M,Hash Tech T-Shirt - M,$40.00,,810028448988,Merch,Puffco,https://www.puffco.com/products/contemporary-hash-tech-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Contemporary_Tee_900x1200_f4053e4d-827d-44fe-9422-2b2584a779f5.png?v=1759359859,False,Out of Stock,"What are you smoking? 
 
- Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit. 
 
<p style=""color: gray; font-size: smaller;"">Amanda is 5’5” and wearing size Small. Jericho is 5’11” and wearing size Medium.  Made in Los Angeles. ",bis-hidden
Hash Tech T-Shirt,L,Hash Tech T-Shirt - L,$40.00,,810028448995,Merch,Puffco,https://www.puffco.com/products/contemporary-hash-tech-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Contemporary_Tee_900x1200_f4053e4d-827d-44fe-9422-2b2584a779f5.png?v=1759359859,False,Out of Stock,"What are you smoking? 
 
- Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit. 
 
<p style=""color: gray; font-size: smaller;"">Amanda is 5’5” and wearing size Small. Jericho is 5’11” and wearing size Medium.  Made in Los Angeles. ",bis-hidden
Hash Tech T-Shirt,XL,Hash Tech T-Shirt - XL,$40.00,,810028449008,Merch,Puffco,https://www.puffco.com/products/contemporary-hash-tech-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Contemporary_Tee_900x1200_f4053e4d-827d-44fe-9422-2b2584a779f5.png?v=1759359859,True,In Stock,"What are you smoking? 
 
- Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit. 
 
<p style=""color: gray; font-size: smaller;"">Amanda is 5’5” and wearing size Small. Jericho is 5’11” and wearing size Medium.  Made in Los Angeles. ",bis-hidden
Hash Tech T-Shirt,XXL,Hash Tech T-Shirt - XXL,$40.00,,810028449015,Merch,Puffco,https://www.puffco.com/products/contemporary-hash-tech-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Contemporary_Tee_900x1200_f4053e4d-827d-44fe-9422-2b2584a779f5.png?v=1759359859,True,In Stock,"What are you smoking? 
 
- Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit. 
 
<p style=""color: gray; font-size: smaller;"">Amanda is 5’5” and wearing size Small. Jericho is 5’11” and wearing size Medium.  Made in Los Angeles. ",bis-hidden
Hash Tech T-Shirt,XXXL,Hash Tech T-Shirt - XXXL,$40.00,,810028449022,Merch,Puffco,https://www.puffco.com/products/contemporary-hash-tech-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Contemporary_Tee_900x1200_f4053e4d-827d-44fe-9422-2b2584a779f5.png?v=1759359859,True,In Stock,"What are you smoking? 
 
- Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit. 
 
<p style=""color: gray; font-size: smaller;"">Amanda is 5’5” and wearing size Small. Jericho is 5’11” and wearing size Medium.  Made in Los Angeles. ",bis-hidden
Riding High T-Shirt,S,Riding High T-Shirt - S,$50.00,,810028448919,Merch,Puffco,https://www.puffco.com/products/riding-high-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Riding-High_Tee_900x1200_e33c3552-e763-4e6c-9672-3e611d0f2fc5.png?v=1759359463,False,Out of Stock,"Save a horse, ride a Puffco.
 
- Unisex  - 6.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. 
<p style=""color: gray; font-size: smaller;""> Jericho is 5’11” and wearing size Medium. Made in Los Angeles. 
 ",bis-hidden
Riding High T-Shirt,M,Riding High T-Shirt - M,$50.00,,810028448926,Merch,Puffco,https://www.puffco.com/products/riding-high-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Riding-High_Tee_900x1200_e33c3552-e763-4e6c-9672-3e611d0f2fc5.png?v=1759359463,False,Out of Stock,"Save a horse, ride a Puffco.
 
- Unisex  - 6.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. 
<p style=""color: gray; font-size: smaller;""> Jericho is 5’11” and wearing size Medium. Made in Los Angeles. 
 ",bis-hidden
Riding High T-Shirt,L,Riding High T-Shirt - L,$50.00,,810028448933,Merch,Puffco,https://www.puffco.com/products/riding-high-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Riding-High_Tee_900x1200_e33c3552-e763-4e6c-9672-3e611d0f2fc5.png?v=1759359463,False,Out of Stock,"Save a horse, ride a Puffco.
 
- Unisex  - 6.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. 
<p style=""color: gray; font-size: smaller;""> Jericho is 5’11” and wearing size Medium. Made in Los Angeles. 
 ",bis-hidden
